,is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,country
21117,0,6,14,0,PRT
21118,0,0,16,1,PRT
21119,0,1,51,0,PRT
21120,0,0,13,0,PRT
21121,0,0,8,0,PRT
21122,0,2,8,0,PRT
21123,0,2,8,0,PRT
21124,0,0,8,0,PRT
21125,0,13,9,0,PRT
21126,0,7,8,0,PRT
21127,0,6,8,0,PRT
21128,0,6,8,0,PRT
21129,0,0,8,0,PRT
21130,0,8,8,0,ESP
21131,0,33,8,1,GBR
21132,0,0,8,0,PRT
21133,0,0,6,0,PRT
21134,0,0,8,0,FRA
21135,0,1,8,0,PRT
21136,0,4,23,0,PRT
21137,0,1,8,0,ARG
21138,0,5,8,1,PRT
21139,0,5,6,1,PRT
21140,0,0,8,0,FRA
21141,0,0,8,0,PRT
21142,0,5,8,1,GBR
21143,0,71,8,0,ESP
21144,0,2,8,0,PRT
21145,0,0,8,0,PRT
21146,0,0,10,0,PRT
21147,0,29,8,2,RUS
21148,0,0,8,0,BEL
21149,0,39,7,2,GBR
21150,0,7,8,0,DEU
21151,0,29,7,2,GBR
21152,0,11,7,2,FRA
21153,0,11,7,2,FRA
21154,0,42,8,0,GBR
21155,0,4,6,4,FIN
21156,0,17,8,0,PRT
21157,0,1,8,0,ITA
21158,0,0,8,0,PRT
21159,0,35,8,0,GBR
21160,0,14,7,2,FRA
21161,0,14,7,2,FRA
21162,0,30,8,0,OMN
21163,0,6,8,0,PRT
21164,0,7,8,0,DEU
21165,0,7,8,0,DEU
21166,0,0,8,0,PRT
21167,0,24,8,2,GBR
21168,0,7,8,0,DEU
21169,0,42,8,0,GBR
21170,0,24,6,4,FRA
21171,0,0,8,0,PRT
21172,0,4,8,0,PRT
21173,0,4,8,0,PRT
21174,0,4,8,0,PRT
21175,0,4,8,0,PRT
21176,0,0,8,0,PRT
21177,0,6,8,0,AUT
21178,0,29,8,2,GBR
21179,0,0,8,2,DEU
21180,0,17,8,0,SUR
21181,0,9,8,0,PRT
21182,0,0,8,0,PRT
21183,0,1,8,0,PRT
21184,0,2,8,0,ESP
21185,0,1,8,0,PRT
21186,0,5,30,0,PRT
21187,0,1,8,0,PRT
21188,0,2,8,0,ESP
21189,0,20,8,0,ESP
21190,0,20,8,0,ESP
21191,0,14,8,0,PRT
21192,0,4,8,0,PRT
21193,0,2,8,0,ESP
21194,0,2,8,0,ESP
21195,0,3,8,0,PRT
21196,0,0,8,0,PRT
21197,0,26,8,0,FRA
21198,0,7,8,0,BRA
21199,0,25,8,1,FRA
21200,0,3,8,0,NLD
21201,0,9,8,0,PRT
21202,0,1,8,0,PRT
21203,0,1,8,0,PRT
21204,0,5,8,0,PRT
21205,0,8,8,0,PRT
21206,0,1,8,0,ESP
21207,0,3,8,0,PRT
21208,0,3,8,0,PRT
21209,0,0,8,0,SWE
21210,0,0,8,0,PRT
21211,0,1,8,0,MEX
21212,0,0,8,0,ESP
21213,0,2,8,0,PRT
21214,0,35,8,0,CHE
21215,0,0,8,0,ESP
21216,0,0,8,0,USA
21217,0,31,8,0,ESP
21218,0,0,8,0,PRT
21219,0,37,8,1,GBR
21220,0,26,8,1,GBR
21221,0,0,9,1,PRT
21222,0,0,9,0,PRT
21223,0,2,9,1,PRT
21224,0,3,21,0,PRT
21225,0,0,8,1,ESP
21226,0,42,8,2,ESP
21227,0,0,8,2,GBR
21228,0,0,8,2,GBR
21229,0,68,8,2,IRL
21230,0,6,9,2,ESP
21231,0,5,9,1,PRT
21232,0,7,8,0,PRT
21233,0,0,5,0,PRT
21234,0,5,8,2,PRT
21235,0,4,12,0,PRT
21236,0,8,8,2,GBR
21237,0,3,9,1,PRT
21238,0,3,9,1,PRT
21239,0,0,9,1,DEU
21240,0,0,9,1,PRT
21241,0,29,8,2,ESP
21242,0,3,8,2,PRT
21243,0,29,9,2,PRT
21244,0,0,9,1,PRT
21245,0,2,9,0,PRT
21246,0,9,8,2,DEU
21247,0,0,9,0,ESP
21248,0,0,43,0,ESP
21249,0,0,9,0,PRT
21250,0,0,9,0,PRT
21251,0,0,13,0,PRT
21252,0,0,9,1,GBR
21253,0,16,8,4,DEU
21254,0,0,9,0,FRA
21255,0,0,9,0,FRA
21256,0,31,8,2,POL
21257,0,24,9,1,USA
21258,0,24,9,1,USA
21259,0,1,9,0,PRT
21260,0,7,9,0,PRT
21261,0,39,9,0,PRT
21262,0,2,50,0,PRT
21263,0,13,9,1,PRT
21264,0,27,7,6,BRA
21265,0,0,9,0,PRT
21266,0,0,9,0,PRT
21267,0,4,9,1,FRA
21268,0,4,9,1,FRA
21269,0,0,9,1,PRT
21270,0,2,14,0,PRT
21271,0,6,9,0,PRT
21272,0,1,9,0,PRT
21273,0,0,9,0,FRA
21274,0,13,9,2,PRT
21275,0,36,8,2,IRL
21276,0,20,9,1,IRL
21277,0,29,8,2,GBR
21278,0,0,9,0,PRT
21279,0,0,13,0,PRT
21280,0,28,8,2,GBR
21281,0,0,9,1,ESP
21282,0,1,9,0,PRT
21283,0,0,9,0,PRT
21284,0,0,9,0,PRT
21285,0,0,9,0,PRT
21286,0,6,9,0,FIN
21287,0,6,9,0,FIN
21288,0,0,8,2,CN
21289,0,14,9,1,GBR
21290,0,0,9,1,ESP
21291,0,0,9,1,ESP
21292,0,0,9,0,GBR
21293,0,10,9,1,GBR
21294,0,0,9,0,GBR
21295,0,0,9,0,GBR
21296,0,10,9,1,GBR
21297,0,0,9,0,PRT
21298,0,6,9,2,GBR
21299,0,12,9,0,ARG
21300,0,0,9,0,PRT
21301,0,14,9,1,GBR
21302,0,14,9,1,GBR
21303,0,14,9,1,GBR
21304,0,3,9,0,PRT
21305,0,0,9,0,PRT
21306,0,7,9,0,PRT
21307,0,0,9,0,PRT
21308,0,0,12,0,PRT
21309,0,0,6,0,PRT
21310,0,0,8,0,PRT
21311,0,0,9,0,PRT
21312,0,0,9,0,PRT
21313,0,0,18,0,PRT
21314,0,0,51,0,PRT
21315,0,0,7,0,PRT
21316,0,0,9,0,PRT
21317,0,0,9,1,PRT
21318,0,0,11,0,PRT
21319,0,42,9,0,FRA
21320,0,0,9,0,PRT
21321,0,19,9,2,NLD
21322,0,0,9,0,PRT
21323,0,0,10,1,PRT
21324,0,2,9,0,PRT
21325,0,0,9,0,PRT
21326,0,0,9,1,PRT
21327,0,0,9,1,PRT
21328,0,32,9,2,GBR
21329,0,0,9,0,PRT
21330,0,35,9,0,PRT
21331,0,8,9,0,PRT
21332,0,8,14,0,PRT
21333,0,8,9,0,PRT
21334,0,8,14,0,PRT
21335,0,0,9,0,ESP
21336,0,5,9,1,ESP
21337,0,9,9,0,PRT
21338,0,4,11,1,PRT
21339,0,2,9,0,PRT
21340,0,8,8,2,FRA
21341,0,0,9,0,PRT
21342,0,0,15,0,PRT
21343,0,0,16,1,PRT
21344,0,0,18,0,PRT
21345,0,0,9,0,PRT
21346,0,13,9,0,PRT
21347,0,0,15,0,PRT
21348,0,0,16,1,PRT
21349,0,0,18,0,PRT
21350,0,0,9,0,PRT
21351,0,30,8,2,GBR
21352,0,93,9,2,GBR
21353,0,0,9,0,PRT
21354,0,0,9,0,CHE
21355,0,47,8,2,DEU
21356,0,1,9,0,ESP
21357,0,2,9,0,PRT
21358,0,1,18,0,PRT
21359,0,33,9,0,PRT
21360,0,4,9,0,PRT
21361,0,12,9,2,FRA
21362,0,22,8,2,BEL
21363,0,11,9,0,PRT
21364,0,40,8,2,GBR
21365,0,3,9,0,PRT
21366,0,0,9,0,DEU
21367,0,2,9,0,PRT
21368,0,3,9,0,PRT
21369,0,3,9,0,PRT
21370,0,4,9,0,GBR
21371,0,45,8,2,GBR
21372,0,10,9,1,PRT
21373,0,73,7,6,GBR
21374,0,10,9,0,PRT
21375,0,0,9,0,PRT
21376,0,41,9,0,GBR
21377,0,0,9,0,PRT
21378,0,18,9,0,PRT
21379,0,1,9,0,GBR
21380,0,4,9,0,PRT
21381,0,2,9,0,PRT
21382,0,1,9,0,PRT
21383,0,30,9,0,CHN
21384,0,1,9,0,PRT
21385,0,3,9,0,ESP
21386,0,7,9,0,NLD
21387,0,9,9,0,PRT
21388,0,48,9,0,GBR
21389,0,3,9,0,PRT
21390,0,3,9,0,ESP
21391,0,10,9,0,PRT
21392,0,0,10,0,FIN
21393,0,41,9,0,GBR
21394,0,23,9,0,PRT
21395,0,10,9,0,PRT
21396,0,10,9,0,PRT
21397,0,19,9,0,PRT
21398,0,3,9,0,PRT
21399,0,6,9,0,PRT
21400,0,6,9,0,PRT
21401,0,23,9,0,PRT
21402,0,4,9,2,FRA
21403,0,33,9,0,GBR
21404,0,43,9,1,NLD
21405,0,10,9,1,GBR
21406,0,28,9,2,NLD
21407,0,38,9,3,NLD
21408,0,3,9,1,ESP
21409,0,3,9,1,ESP
21410,0,3,9,1,ESP
21411,0,3,9,1,ESP
21412,0,1,9,1,ESP
21413,0,5,7,6,FRA
21414,0,3,10,1,PRT
21415,0,3,10,1,PRT
21416,0,11,9,1,ESP
21417,0,11,9,1,ESP
21418,0,5,9,1,PRT
21419,0,6,9,3,IRL
21420,0,18,9,1,PRT
21421,0,3,9,1,PRT
21422,0,3,9,1,PRT
21423,0,3,9,1,ESP
21424,0,40,9,1,GBR
21425,0,30,9,1,ESP
21426,0,34,9,2,JAM
21427,0,0,9,1,PRT
21428,0,5,9,1,PRT
21429,0,1,10,1,ESP
21430,0,11,9,1,PRT
21431,0,5,9,1,PRT
21432,0,2,9,1,ESP
21433,0,4,9,1,PRT
21434,0,14,9,1,ESP
21435,0,4,9,1,PRT
21436,0,18,9,1,ESP
21437,0,2,9,1,PRT
21438,0,45,10,1,PRT
21439,0,45,10,1,PRT
21440,0,24,9,1,PRT
21441,0,1,9,1,ESP
21442,0,1,9,1,ESP
21443,0,16,9,1,ESP
21444,0,12,9,1,ESP
21445,0,17,9,1,PRT
21446,0,30,9,1,ESP
21447,0,4,9,1,ESP
21448,0,15,9,1,PRT
21449,0,53,9,1,PRT
21450,0,89,9,1,GBR
21451,0,16,9,1,ESP
21452,0,17,9,1,ESP
21453,0,38,10,1,ESP
21454,0,17,9,1,ESP
21455,0,16,9,1,BRA
21456,0,17,9,1,ESP
21457,0,44,9,1,ESP
21458,0,17,9,1,ESP
21459,0,35,9,1,ESP
21460,0,4,9,1,ESP
21461,0,4,9,1,ESP
21462,0,9,9,1,ESP
21463,0,10,9,1,ESP
21464,0,12,9,1,ESP
21465,0,4,9,1,PRT
21466,0,3,9,1,PRT
21467,0,9,9,1,PRT
21468,0,24,9,1,PRT
21469,0,24,9,1,ESP
21470,0,5,9,1,ESP
21471,0,7,9,1,ESP
21472,0,53,9,1,ESP
21473,0,8,9,1,PRT
21474,0,8,9,1,PRT
21475,0,42,9,1,IRL
21476,0,102,9,1,PRT
21477,0,91,9,2,IRL
21478,0,28,9,2,GBR
21479,0,0,10,1,PRT
21480,0,38,9,2,FRA
21481,0,23,10,1,GBR
21482,0,3,10,2,PRT
21483,0,5,1,0,PRT
21484,0,12,9,2,PRT
21485,0,29,9,2,PRT
21486,0,3,9,2,ESP
21487,0,0,10,1,PRT
21488,0,18,9,2,PRT
21489,0,2,10,0,PRT
21490,0,2,7,0,PRT
21491,0,0,17,0,PRT
21492,0,58,9,2,AUS
21493,0,9,10,2,PRT
21494,0,0,10,1,PRT
21495,0,0,13,0,PRT
21496,0,0,19,0,PRT
21497,0,0,49,1,PRT
21498,0,0,3,0,PRT
21499,0,0,4,1,PRT
21500,0,0,6,1,PRT
21501,0,0,13,0,PRT
21502,0,6,22,0,PRT
21503,0,0,10,0,PRT
21504,0,0,10,0,PRT
21505,0,1,10,0,PRT
21506,0,0,10,0,ESP
21507,0,1,10,0,PRT
21508,0,6,11,0,PRT
21509,0,1,10,0,PRT
21510,0,22,9,2,FRA
21511,0,0,10,0,PRT
21512,0,83,10,2,PRT
21513,0,17,10,2,IRL
21514,0,1,10,0,PRT
21515,0,38,9,2,PRT
21516,0,38,9,2,PRT
21517,0,14,8,4,PRT
21518,0,19,9,2,RUS
21519,0,88,9,2,DEU
21520,0,22,6,8,FRA
21521,0,28,10,0,PRT
21522,0,20,9,2,GBR
21523,0,42,9,2,GBR
21524,0,0,10,0,PRT
21525,0,0,10,0,GBR
21526,0,0,10,0,PRT
21527,0,1,10,0,PRT
21528,0,7,10,1,NLD
21529,0,7,10,1,NLD
21530,0,0,10,0,PRT
21531,0,6,10,0,PRT
21532,0,11,10,2,GBR
21533,0,19,10,1,ESP
21534,0,14,10,1,PRT
21535,0,38,9,2,GBR
21536,0,5,10,0,GBR
21537,0,0,10,0,PRT
21538,0,3,10,1,PRT
21539,0,0,10,0,PRT
21540,0,0,10,0,BRA
21541,0,2,10,0,PRT
21542,0,0,10,1,GBR
21543,0,0,10,1,GBR
21544,0,10,10,1,PRT
21545,0,0,10,0,PRT
21546,0,26,10,1,CHL
21547,0,1,8,4,IRL
21548,0,26,10,2,GBR
21549,0,2,10,0,FIN
21550,0,7,10,1,PRT
21551,0,0,10,0,PRT
21552,0,6,10,0,ESP
21553,0,0,10,0,ITA
21554,0,0,38,2,ITA
21555,0,17,10,0,PRT
21556,0,1,10,0,PRT
21557,0,1,4,0,PRT
21558,0,0,6,0,PRT
21559,0,1,11,0,PRT
21560,0,0,10,1,PRT
21561,0,42,8,5,GBR
21562,0,1,10,0,CN
21563,0,0,10,0,PRT
21564,0,3,26,1,PRT
21565,0,53,10,2,PRT
21566,0,100,9,2,PRT
21567,0,14,10,0,PRT
21568,0,100,9,2,GBR
21569,0,1,10,1,NLD
21570,0,1,10,0,PRT
21571,0,1,48,2,PRT
21572,0,5,10,0,PRT
21573,0,5,10,0,PRT
21574,0,56,10,1,GBR
21575,0,10,10,1,IRL
21576,0,0,10,0,PRT
21577,0,0,10,0,PRT
21578,0,0,10,0,PRT
21579,0,36,10,0,GBR
21580,0,94,10,2,GBR
21581,0,94,10,2,GBR
21582,0,10,10,0,GBR
21583,0,13,10,0,DEU
21584,0,11,10,0,DEU
21585,0,8,9,2,IRL
21586,0,18,9,2,PRT
21587,0,5,9,2,GBR
21588,0,1,10,0,PRT
21589,0,29,9,2,GBR
21590,0,1,10,0,PRT
21591,0,29,9,2,PRT
21592,0,3,9,2,IRL
21593,0,88,10,0,PRT
21594,0,11,8,4,GBR
21595,0,8,10,0,NOR
21596,0,1,10,0,CN
21597,0,24,10,0,PRT
21598,0,24,10,0,PRT
21599,0,18,9,2,SWE
21600,0,0,10,0,PRT
21601,0,13,10,2,ESP
21602,0,3,10,0,PRT
21603,0,3,10,0,PRT
21604,0,3,10,0,PRT
21605,0,32,10,0,AUT
21606,0,45,10,0,DEU
21607,0,41,10,0,DEU
21608,0,34,10,0,GBR
21609,0,18,10,0,ESP
21610,0,26,10,0,GBR
21611,0,7,10,0,PRT
21612,0,60,10,0,CN
21613,0,1,10,0,PRT
21614,0,0,10,0,PRT
21615,0,1,10,0,PRT
21616,0,3,10,0,PRT
21617,0,14,10,0,PRT
21618,0,61,10,0,GBR
21619,0,8,10,0,PRT
21620,0,3,10,0,PRT
21621,0,0,10,0,PRT
21622,0,1,10,0,PRT
21623,0,7,10,0,PRT
21624,0,1,10,0,PRT
21625,0,4,10,0,PRT
21626,0,1,10,0,PRT
21627,0,1,10,0,PRT
21628,0,3,10,0,PRT
21629,0,0,10,0,PRT
21630,0,10,10,0,ESP
21631,0,3,10,0,PRT
21632,0,46,10,0,PRT
21633,0,53,9,2,GBR
21634,0,5,10,0,PRT
21635,0,5,10,0,PRT
21636,0,38,10,2,PRT
21637,0,0,10,0,CHN
21638,0,53,9,2,IRL
21639,0,23,10,0,PRT
21640,0,44,10,2,PRT
21641,0,4,10,0,PRT
21642,0,2,10,0,ESP
21643,0,5,10,0,AUT
21644,0,4,10,0,PRT
21645,0,27,18,1,PRT
21646,0,2,10,0,PRT
21647,0,16,10,0,PRT
21648,0,5,10,0,PRT
21649,0,26,11,0,PRT
21650,0,14,10,0,ESP
21651,0,45,10,2,PRT
21652,0,17,10,0,PRT
21653,0,17,10,0,PRT
21654,0,17,10,0,PRT
21655,0,41,10,0,DEU
21656,0,50,10,0,PRT
21657,0,55,25,2,PRT
21658,0,2,10,0,PRT
21659,0,1,10,0,PRT
21660,0,31,10,0,PRT
21661,0,8,10,0,PRT
21662,0,0,10,0,PRT
21663,0,41,10,0,DEU
21664,0,1,10,0,PRT
21665,0,10,10,0,ESP
21666,0,10,10,0,ESP
21667,0,4,10,2,NLD
21668,0,1,10,0,GBR
21669,0,3,10,0,PRT
21670,0,7,10,1,PRT
21671,0,164,44,0,PRT
21672,0,10,9,2,PRT
21673,0,33,10,0,DEU
21674,0,0,10,0,PRT
21675,0,22,10,1,DNK
21676,0,22,10,1,PRT
21677,0,22,10,1,DNK
21678,0,22,10,1,PRT
21679,0,45,10,1,PRT
21680,0,45,10,1,PRT
21681,0,1,10,1,PRT
21682,0,23,10,1,GBR
21683,0,2,11,1,PRT
21684,0,3,11,1,PRT
21685,0,42,10,1,PRT
21686,0,0,11,1,PRT
21687,0,3,10,1,PRT
21688,0,45,10,1,DEU
21689,0,27,9,4,GBR
21690,0,11,10,2,IRL
21691,0,1,11,1,ESP
21692,0,1,11,1,ESP
21693,0,0,3,0,ESP
21694,0,2,11,2,PRT
21695,0,0,11,1,PRT
21696,0,17,19,1,PRT
21697,0,0,11,1,PRT
21698,0,12,11,1,PRT
21699,0,5,40,0,PRT
21700,0,8,3,0,PRT
21701,0,10,5,1,PRT
21702,0,7,11,0,PRT
21703,0,1,20,0,PRT
21704,0,15,10,2,ESP
21705,0,106,10,2,GBR
21706,0,104,10,2,GBR
21707,0,67,11,2,DEU
21708,0,67,11,2,PRT
21709,0,0,11,0,PRT
21710,0,41,10,2,ITA
21711,0,19,10,0,ITA
21712,0,26,11,0,ITA
21713,0,16,12,2,ITA
21714,0,1,10,2,FIN
21715,0,9,10,2,PRT
21716,0,17,11,2,IRL
21717,0,49,10,2,DEU
21718,0,34,10,2,GBR
21719,0,49,10,2,DEU
21720,0,49,10,2,PRT
21721,0,49,10,2,CHE
21722,0,49,10,2,PRT
21723,0,0,11,0,PRT
21724,0,0,11,0,PRT
21725,0,4,11,2,DEU
21726,0,1,11,0,PRT
21727,0,0,11,0,PRT
21728,0,0,13,0,PRT
21729,0,1,11,0,PRT
21730,0,95,10,2,DEU
21731,0,3,10,2,ESP
21732,0,126,10,2,NOR
21733,0,25,11,2,PRT
21734,0,1,11,0,PRT
21735,0,0,25,0,PRT
21736,0,1,11,0,PRT
21737,0,1,7,0,PRT
21738,0,4,11,1,PRT
21739,0,0,11,0,PRT
21740,0,0,11,0,PRT
21741,0,0,11,1,PRT
21742,0,3,10,2,ESP
21743,0,41,10,2,DEU
21744,0,133,11,0,DEU
21745,0,5,12,2,DEU
21746,0,41,10,2,AUT
21747,0,6,10,2,ESP
21748,0,7,11,0,PRT
21749,0,43,11,0,PRT
21750,0,7,10,2,DEU
21751,0,31,11,1,GBR
21752,0,0,11,0,DEU
21753,0,6,11,2,UGA
21754,0,49,10,2,PRT
21755,0,0,11,1,ESP
21756,0,0,11,1,ESP
21757,0,0,11,1,ESP
21758,0,3,11,0,PRT
21759,0,10,19,0,PRT
21760,0,20,10,4,GBR
21761,0,1,11,0,PRT
21762,0,1,11,0,BRA
21763,0,7,11,0,PRT
21764,0,15,52,0,PRT
21765,0,7,11,0,PRT
21766,0,6,16,0,PRT
21767,0,8,48,0,PRT
21768,0,15,52,0,PRT
21769,0,2,6,0,PRT
21770,0,0,11,0,PRT
21771,0,6,11,0,PRT
21772,0,31,10,2,ESP
21773,0,0,11,0,PRT
21774,0,1,16,0,PRT
21775,0,21,11,0,PRT
21776,0,31,50,0,PRT
21777,0,0,11,0,DEU
21778,0,23,11,2,FRA
21779,0,43,9,4,CN
21780,0,2,11,2,PRT
21781,0,19,11,2,GBR
21782,0,37,11,2,POL
21783,0,108,10,2,GBR
21784,0,0,11,0,ESP
21785,0,16,11,0,NLD
21786,0,3,11,0,PRT
21787,0,2,11,0,PRT
21788,0,27,16,0,PRT
21789,0,2,11,0,PRT
21790,0,27,16,0,PRT
21791,0,36,10,2,GBR
21792,0,0,11,0,PRT
21793,0,0,17,0,PRT
21794,0,109,11,1,GBR
21795,0,6,11,0,PRT
21796,0,0,11,0,FRA
21797,0,20,11,1,DEU
21798,0,25,11,0,PRT
21799,0,46,11,0,PRT
21800,0,5,11,0,FIN
21801,0,13,11,0,GBR
21802,0,45,11,1,IRL
21803,0,4,10,2,FRA
21804,0,15,11,0,GBR
21805,0,81,11,0,GBR
21806,0,81,11,0,GBR
21807,0,0,11,0,GBR
21808,0,81,11,0,GBR
21809,0,81,11,0,GBR
21810,0,13,11,0,IRL
21811,0,81,11,0,GBR
21812,0,13,11,0,DEU
21813,0,13,11,0,GBR
21814,0,81,11,0,GBR
21815,0,34,11,1,GBR
21816,0,81,11,0,GBR
21817,0,81,11,0,GBR
21818,0,81,11,0,GBR
21819,0,81,11,0,GBR
21820,0,81,11,0,GBR
21821,0,81,11,0,GBR
21822,0,81,11,0,GBR
21823,0,81,11,0,GBR
21824,0,81,11,0,GBR
21825,0,81,11,0,GBR
21826,0,13,11,0,GBR
21827,0,12,11,0,GBR
21828,0,81,11,0,GBR
21829,0,81,11,0,GBR
21830,0,81,11,0,GBR
21831,0,28,11,1,ESP
21832,0,13,11,0,GBR
21833,0,0,11,0,PRT
21834,0,2,11,0,ESP
21835,0,46,11,0,PRT
21836,0,46,11,0,PRT
21837,0,46,11,0,ESP
21838,0,14,11,1,ESP
21839,0,46,11,0,PRT
21840,0,46,11,0,PRT
21841,0,46,11,0,PRT
21842,0,46,11,0,PRT
21843,0,46,11,0,CUB
21844,0,46,11,0,PRT
21845,0,46,11,0,PRT
21846,0,46,11,0,PRT
21847,0,46,11,0,PRT
21848,0,46,11,0,PRT
21849,0,46,11,0,PRT
21850,0,46,11,0,ESP
21851,0,24,10,2,GBR
21852,0,17,11,0,THA
21853,0,17,10,2,PRT
21854,0,62,11,1,FRA
21855,0,63,10,2,GBR
21856,0,81,11,0,GBR
21857,0,81,11,0,IRL
21858,0,46,11,0,PRT
21859,0,1,11,0,PRT
21860,0,0,11,0,PRT
21861,0,44,9,4,NLD
21862,0,46,11,0,PRT
21863,0,0,11,0,PRT
21864,0,5,11,0,FIN
21865,0,13,11,2,PRT
21866,0,53,11,2,DEU
21867,0,13,11,2,NLD
21868,0,57,10,2,GBR
21869,0,30,11,1,PRT
21870,0,1,11,0,ESP
21871,0,1,11,0,ESP
21872,0,23,11,0,DEU
21873,0,30,11,1,ESP
21874,0,30,11,1,ESP
21875,0,3,11,1,ESP
21876,0,30,11,1,ESP
21877,0,30,11,1,PRT
21878,0,30,11,1,ESP
21879,0,30,11,1,ESP
21880,0,30,11,1,ESP
21881,0,30,11,1,ESP
21882,0,30,11,1,ESP
21883,0,30,11,1,ESP
21884,0,30,11,1,ESP
21885,0,30,11,1,ESP
21886,0,30,11,1,ESP
21887,0,30,11,1,ESP
21888,0,30,11,1,ESP
21889,0,30,11,1,PRT
21890,0,30,11,1,ESP
21891,0,30,11,1,ESP
21892,0,30,11,1,ESP
21893,0,30,11,1,ESP
21894,0,30,11,1,ESP
21895,0,30,11,1,ESP
21896,0,4,12,2,ITA
21897,0,0,12,0,ITA
21898,0,1,11,0,ESP
21899,0,23,11,0,ESP
21900,0,20,11,0,BGR
21901,0,23,11,0,ESP
21902,0,54,11,0,ESP
21903,0,4,11,0,PRT
21904,0,23,11,0,ESP
21905,0,30,11,0,PRT
21906,0,2,11,0,PRT
21907,0,2,11,0,PRT
21908,0,3,11,0,PRT
21909,0,44,11,0,ESP
21910,0,52,11,0,NLD
21911,0,6,11,0,ESP
21912,0,1,11,0,PRT
21913,0,1,11,0,PRT
21914,0,1,11,0,PRT
21915,0,1,11,0,PRT
21916,0,5,11,0,PRT
21917,0,5,11,0,PRT
21918,0,44,11,0,ESP
21919,0,37,11,0,ESP
21920,0,1,11,0,PRT
21921,0,23,11,0,ESP
21922,0,23,11,0,ESP
21923,0,30,11,0,ESP
21924,0,1,11,0,ESP
21925,0,30,11,0,ESP
21926,0,30,11,0,PRT
21927,0,30,11,0,PRT
21928,0,0,11,0,PRT
21929,0,1,11,0,PRT
21930,0,8,11,0,PRT
21931,0,10,11,0,PRT
21932,0,187,11,2,IRL
21933,0,3,11,0,PRT
21934,0,22,11,0,GBR
21935,0,2,11,0,PRT
21936,0,4,18,0,PRT
21937,0,2,11,0,PRT
21938,0,2,11,0,PRT
21939,0,1,11,0,PRT
21940,0,2,11,0,ESP
21941,0,21,11,0,PRT
21942,0,30,11,0,PRT
21943,0,0,11,0,PRT
21944,0,6,11,0,PRT
21945,0,8,11,0,PRT
21946,0,8,11,0,PRT
21947,0,1,11,0,PRT
21948,0,30,11,0,PRT
21949,0,1,11,0,PRT
21950,0,3,11,0,PRT
21951,0,3,11,0,PRT
21952,0,31,11,0,ESP
21953,0,7,11,0,BRA
21954,0,52,11,3,GBR
21955,0,97,10,3,PRT
21956,0,97,10,3,BEL
21957,0,20,11,1,PRT
21958,0,38,11,1,GBR
21959,0,30,11,2,ESP
21960,0,0,12,1,ESP
21961,0,45,11,1,PRT
21962,0,6,17,0,PRT
21963,0,13,26,0,PRT
21964,0,2,42,0,PRT
21965,0,2,4,0,PRT
21966,0,46,12,1,PRT
21967,0,4,12,1,PRT
21968,0,26,12,0,PRT
21969,0,2,12,1,AUT
21970,0,2,11,1,FIN
21971,0,0,12,0,PRT
21972,0,41,9,6,FRA
21973,0,101,11,2,BEL
21974,0,27,11,2,POL
21975,0,24,11,2,PRT
21976,0,0,12,1,PRT
21977,0,0,12,1,PRT
21978,0,0,12,1,PRT
21979,0,1,12,2,PRT
21980,0,16,11,2,ESP
21981,0,1,12,1,PRT
21982,0,10,11,2,POL
21983,0,12,12,1,PRT
21984,0,0,12,1,PRT
21985,0,12,12,1,PRT
21986,0,3,11,2,ESP
21987,0,112,11,2,GBR
21988,0,114,11,2,GBR
21989,0,0,12,1,GBR
21990,0,40,11,2,FRA
21991,0,40,11,2,FRA
21992,0,13,12,1,PRT
21993,0,56,11,2,DEU
21994,0,0,12,1,FRA
21995,0,63,11,2,GBR
21996,0,3,12,1,PRT
21997,0,5,12,1,GBR
21998,0,8,12,2,ESP
21999,0,1,12,0,PRT
22000,0,1,12,0,FRA
22001,0,34,11,2,GBR
22002,0,2,12,0,PRT
22003,0,0,11,2,CN
22004,0,0,11,2,NLD
22005,0,0,12,0,PRT
22006,0,0,12,0,PRT
22007,0,4,12,1,PRT
22008,0,71,12,0,CHE
22009,0,0,12,1,PRT
22010,0,5,12,0,PRT
22011,0,9,11,2,PRT
22012,0,0,12,0,GBR
22013,0,0,12,0,GBR
22014,0,0,11,2,SWE
22015,0,0,12,0,CHN
22016,0,2,12,2,ESP
22017,0,14,12,1,PRT
22018,0,101,12,1,PRT
22019,0,1,12,0,PRT
22020,0,12,12,1,ITA
22021,0,0,12,1,PRT
22022,1,0,17,0,PRT
22023,0,39,12,0,PRT
22024,0,20,11,2,GBR
22025,0,4,12,2,BEL
22026,0,40,12,2,ALB
22027,0,3,12,2,GBR
22028,0,102,11,2,GBR
22029,0,102,11,2,GBR
22030,0,7,12,0,PRT
22031,0,36,11,2,POL
22032,0,23,12,2,IRL
22033,0,2,12,0,PRT
22034,0,15,12,0,PRT
22035,1,0,12,0,PRT
22036,0,11,14,0,PRT
22037,0,12,16,0,PRT
22038,0,18,17,0,PRT
22039,0,0,40,0,PRT
22040,0,12,42,1,PRT
22041,0,7,1,0,PRT
22042,0,32,5,1,PRT
22043,0,23,17,0,PRT
22044,0,29,11,2,GBR
22045,0,0,12,0,PRT
22046,0,0,12,0,PRT
22047,0,0,12,0,PRT
